S/N,Division,Name of Merchant / Hawker stall,Trade of services/goods,Address,Postal Code
841,Kampong Glam,新28杂菜饭,FOOD & BEVERAGES,BLK 28 #01-121 KELANTAN RD,200028
842,Kampong Glam,顺顺古早味云吞面,FOOD & BEVERAGES,BLK 28 #01-121 KELANTAN RD,200028
843,Kampong Glam,五香虾饼,FOOD & BEVERAGES,BLK 28 #01-121 KELANTAN RD,200028
844,Kampong Glam,INNOVATRIX PTE LTD,GROCERY/PROVISION SHOP/MINIMART,BLK 801 FRENCH RD #01-31,200801
845,Kampong Glam,LIZ'S SALON,HAIR SALON/BARBER SHOP,BLK 801 FRENCH RD #01-31,200801
846,Kampong Glam,SOON SOON NOODLE HOUSE,FOOD & BEVERAGES,BLK 802 FRENCH RD #01-59,200802
847,Kampong Glam,BEE HONG FRUIT TRADING,FOOD & BEVERAGES,BLK 803 KING GEORGE'S AVE #01-204,200803
848,Kampong Glam,PRIME SUPERMARKET,GROCERY/PROVISION SHOP/MINIMART,BLK 803 KING GEORGE AVE #01-154,200803
849,Kampong Glam,SELERA MAKAN,FOOD & BEVERAGES,BLK 803 KING GEORGE AVE #01-146,200803
850,Kampong Glam,802 SOON HO EATING HOUSE,FOOD & BEVERAGES,BLK 803 KING GEORGE'S AVE #01-180,200803
851,Kampong Glam,CHANG CHENG FOOD & BEVERAGE PTE LTD - CHINESE VEGETABLES RICE,FOOD & BEVERAGES,"BLK 803 KING GEORGE'S AVENUE #01-
146",200803
852,Kampong Glam,CHANG CHENG FOOD & BEVERAGE PTE LTD - DRINK STALL,FOOD & BEVERAGES,"BLK 803 KING GEORGE'S AVENUE #01-
146",200803
853,Kampong Glam,CHANG CHENG FOOD & BEVERAGE PTE LTD - ROASTED DELIGHTS,FOOD & BEVERAGES,"BLK 803 KING GEORGE'S AVENUE #01-
146",200803
854,Kampong Glam,WILLIAM MEE HOON KUEH,FOOD & BEVERAGES,BLK 808 FRENCH ROAD KITCHENER COMPLEX #01-03,200808
855,Kampong Glam,寚痊,FOOD & BEVERAGES,"808 FRENCH RD, #01-03",200808
856,Kampong Glam,FISH SOUP,FOOD & BEVERAGES,BLK 808 FRENCH RD #01-03,200808
857,Kampong Glam,OPTICS MALL,OTHERS: OPTICAL,"BLOCK 809, FRENCH ROAD,#02-44",200809
858,Kampong Glam,利尹茶孭,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #01-15",208877
859,Kampong Glam,炭烤鸡翅膀,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #01-02",208877
860,Kampong Glam,满地畸,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #01-03",208877
861,Kampong Glam,永利茶孭,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #01-04",208877
862,Kampong Glam,嘉鸡饭,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #01-06",208877
863,Kampong Glam,SEDAP THAI STEAMBOAT,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #01-08",208877
864,Kampong Glam,AUNTY SHAM AYAM PENTET,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #01-09",208877
865,Kampong Glam,ANEKA RASA MIXED RICE,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #01-10",208877
866,Kampong Glam,EPOK EPOK STORY,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #01-11",208877
867,Kampong Glam,CURRY KIOSK,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #01-13",208877
868,Kampong Glam,凌记宅食,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #01-14",208877
869,Kampong Glam,畸记炒果条,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #01-16",208877
870,Kampong Glam,集兴酿豆腐,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #01-17",208877
871,Kampong Glam,海燕茶孭,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #01-20",208877
872,Kampong Glam,惹兰勿杀酿豆腐,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #01-21",208877
873,Kampong Glam,垂涎虾面,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #01-22",208877
874,Kampong Glam,痦济瘈食,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #01-23",208877
875,Kampong Glam,杰海南鸡饭,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #01-24",208877
876,Kampong Glam,泰北东炎汤,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #01-25",208877
877,Kampong Glam,上海滩什菜饭,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #01-26",208877
878,Kampong Glam,三颗椰椰浆饭,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #01-27",208877
879,Kampong Glam,痨霜桥牛瘞面,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #01-28",208877
880,Kampong Glam,顺利茶孭,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #01-30",208877
881,Kampong Glam,锦江烧腊鸭饭,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #01-31",208877
882,Kampong Glam,三龙街林记蚝煎,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #01-32",208877
883,Kampong Glam,畸宧孨华豪饼,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #02-34",208877
884,Kampong Glam,今有痻痊食坊,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #02-35",208877
885,Kampong Glam,乐厨卤面叻沙,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #02-36",208877
886,Kampong Glam,瘏两猪脚冻,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #02-37",208877
887,Kampong Glam,大梓达宝瑞,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #02-38",208877
888,Kampong Glam,吉兰丹粿汁,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #02-39",208877
889,Kampong Glam,畸和宅厨,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #02-40",208877
890,Kampong Glam,吉祥虾面,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #02-41",208877
891,Kampong Glam,星港瘈食,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #02-42",208877
892,Kampong Glam,咖啡姐茶轩,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #02-43",208877
893,Kampong Glam,黑男鱼片汤,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #02-44",208877
894,Kampong Glam,生记咖哩鸡疼疾面,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #02-45",208877
895,Kampong Glam,吉祥茶孭,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #02-46",208877
896,Kampong Glam,畸和宅厨,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #02-47",208877
897,Kampong Glam,瘈味鱼片汤,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #02-48",208877
898,Kampong Glam,大梓达宝瑞,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #02-49",208877
899,Kampong Glam,和利茶孭,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #02-50",208877
900,Kampong Glam,51 冷热饮食,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #02-51",208877
901,Kampong Glam,甾友烧腊云吞面,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #02-56",208877
902,Kampong Glam,惹兰勿杀瘇瘞汤,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #02-57",208877
903,Kampong Glam,冷热甜品,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #02-58",208877
904,Kampong Glam,大肥九痦济什菜饭,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #02-59",208877
905,Kampong Glam,大肥鱼圆面,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #02-60",208877
906,Kampong Glam,永尹饮料,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #02-63",208877
907,Kampong Glam,大肥九痦济什菜饭,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #02-64",208877
908,Kampong Glam,东兴茶孭,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #02-65",208877
909,Kampong Glam,JUICE JUNTION,FOOD & BEVERAGES,"166 JALAN BESAR, JALAN BERSEH FOOD CENTRE, #02-66",208877
910,Kampong Glam,JOY KITCHEN LOR MEE / LAKSA,FOOD & BEVERAGES,166 JALAN BESAR BERSEH HAWKER CENTER #02-36,208877
911,Kampong Glam,HANIFFA PTE LTD,GROCERY/PROVISION SHOP/MINIMART,104-120 DUNLOP STREET,209437
912,Kampong Glam,NAM KEE,GROCERY/PROVISION SHOP/MINIMART,BLK 681 RACE COURSE RD #01-285,210681
913,Kampong Glam,SRI NATRAJ STORES,GROCERY/PROVISION SHOP/MINIMART,BLK 685 #01-324 RACE COURSE RD,210685
914,Kampong Glam,CHILLI CURRY,FOOD & BEVERAGES,"97 RANGOON RD, TRADS BUILDING",218382
915,Kampong Glam,U STARS SUPERMARKET,GROCERY/PROVISION SHOP/MINIMART,"211 RANGOON ROAD,#01-01",218454
916,Kebun Baru,UMART,GROCERY/PROVISION SHOP/MINIMART,"107 ANG MO KIO AVE 4
#01-156",560107
917,Kebun Baru,HONG KONG STREET RESTAURANT (NEW GENERATION) - DRINKS STALL,FOOD & BEVERAGES,BLK 108 ANG MO KIO AVE 4 #01-74,560108
918,Kebun Baru,HONG KONG STREET RESTAURANT (NEW GENERATION) - FRAGRANT HOTPOT,FOOD & BEVERAGES,BLK 108 ANG MO KIO AVE 4 #01-74,560108
919,Kebun Baru,HONG KONG STREET RESTAURANT (NEW GENERATION) - TZE CHAR,FOOD & BEVERAGES,BLK 108 ANG MO KIO AVE 4 #01-74,560108
920,Kebun Baru,HONG KONG STREET RESTAURANT (NEW GENERATION) - HONG KONG DIM SUM,FOOD & BEVERAGES,BLK 108 ANG MO KIO AVE 4 #01-74,560108
921,Kebun Baru,HONG KONG STREET RESTAURANT (NEW GENERATION) - HI HOE MEE POK,FOOD & BEVERAGES,BLK 108 ANG MO KIO AVE 4 #01-74,560108
922,Kebun Baru,HONG KONG STREET RESTAURANT (NEW GENERATION) - 108 PRAWN NOODLE,FOOD & BEVERAGES,BLK 108 ANG MO KIO AVE 4 #01-74,560108
923,Kebun Baru,HONG KONG STREET RESTAURANT (NEW GENERATION) - KIAT LIM VEGETARIAN,FOOD & BEVERAGES,BLK 108 ANG MO KIO AVE 4 #01-74,560108
924,Kebun Baru,LIAN HWA EATING HOUSE - DRINKS STALL,FOOD & BEVERAGES,BLK 133 ANG MO KIO AVE 3 #01-1635,560133
925,Kebun Baru,XIANG GANG JIE YI JI - HO YEAH NASI LEMAK,FOOD & BEVERAGES,BLK 158 ANG MO KIO AVE 4 #01-590,560158
926,Kebun Baru,NATURE PARK F&B - DRINKS STALL,FOOD & BEVERAGES,BLK 159 ANG MO KIO AVE 4 #01-526,560159
927,Kebun Baru,NATURE PARK F&B - RAJ CRISPY PRATA,FOOD & BEVERAGES,BLK 159 ANG MO KIO AVE 4 #01-526,560159
928,Kebun Baru,NATURE PARK F&B - AH HAK FISHBALL NOODLE,FOOD & BEVERAGES,BLK 159 ANG MO KIO AVE 4 #01-526,560159
929,Kebun Baru,NATURE PARK F&B - SEOUL SHIOK,FOOD & BEVERAGES,BLK 159 ANG MO KIO AVE 4 #01-526,560159
930,Kebun Baru,NATURE PARK F&B - 159 MIXED VEG RICE,FOOD & BEVERAGES,BLK 159 ANG MO KIO AVE 4 #01-526,560159
931,Kebun Baru,NATURE PARK F&B - IMAH NASI PADANG,FOOD & BEVERAGES,BLK 159 ANG MO KIO AVE 4 #01-526,560159
932,Kebun Baru,NATURE PARK F&B - THONG HENG PORRIDGE,FOOD & BEVERAGES,BLK 159 ANG MO KIO AVE 4 #01-526,560159
933,Kebun Baru,NATURE PARK F&B - WINKY SEAFOOD,FOOD & BEVERAGES,BLK 159 ANG MO KIO AVE 4 #01-526,560159
934,Kebun Baru,NATURE PARK F&B - 159 WESTERN FOOD,FOOD & BEVERAGES,BLK 159 ANG MO KIO AVE 4 #01-526,560159
935,Kebun Baru,COFFEE SENSE - DRINKS STALL,FOOD & BEVERAGES,BLK 181 ANG MO KIO AVE 5 #01-2922,560181
936,Kebun Baru,COFFEE SENSE - FOOD VILLAGE (INDIAN FOOD),FOOD & BEVERAGES,BLK 181 ANG MO KIO AVE 5 #01-2922,560181
937,Kebun Baru,COFFEE SENSE - 181 PORRIDGE + LOCAL DELIGHTS,FOOD & BEVERAGES,BLK 181 ANG MO KIO AVE 5 #01-2922,560181
938,Kebun Baru,COFFEE SENSE - ROASTED DELIGHTS,FOOD & BEVERAGES,BLK 181 ANG MO KIO AVE 5 #01-2922,560181
939,Kebun Baru,COFFEE SENSE - CHUANG YI DELIGHTS,FOOD & BEVERAGES,BLK 181 ANG MO KIO AVE 5 #01-2922,560181
940,Kebun Baru,COFFEE SENSE - 158 FISHBALL NOODLES,FOOD & BEVERAGES,BLK 181 ANG MO KIO AVE 5 #01-2922,560181
941,Kebun Baru,COFFEE SENSE - ECONOMIC MIXED RICE,FOOD & BEVERAGES,BLK 181 ANG MO KIO AVE 5 #01-2922,560181
942,Kebun Baru,COFFEE SENSE - XIN GE SEAFOOD,FOOD & BEVERAGES,BLK 181 ANG MO KIO AVE 5 #01-2922,560181
943,Kebun Baru,COFFEE SENSE - EDEN'S SALAD & GRILL,FOOD & BEVERAGES,BLK 181 ANG MO KIO AVE 5 #01-2922,560181
944,Kebun Baru,COLA FOOD PTE LTD - DRINKS STALL,FOOD & BEVERAGES,BLK 260 ANG MO KIO STREET 21 #01-06,560260
945,Kebun Baru,COLA FOOD PTE LTD - MIXED RICE,FOOD & BEVERAGES,BLK 260 ANG MO KIO STREET 21 #01-06,560260
946,Kebun Baru,COLA FOOD PTE LTD - LOCAL DELIGHT,FOOD & BEVERAGES,BLK 260 ANG MO KIO STREET 21 #01-06,560260
947,Kebun Baru,COLA FOOD PTE LTD - MIXED MEAT NOODLE,FOOD & BEVERAGES,BLK 260 ANG MO KIO STREET 21 #01-06,560260
948,Kebun Baru,COLA FOOD PTE LTD - PASTA CUCINA,FOOD & BEVERAGES,BLK 260 ANG MO KIO STREET 21 #01-06,560260
949,Kebun Baru,SUGARCUBE,FOOD & BEVERAGES,BLK 260 ANG MO KIO STREET 21 #01-04,560260
950,Kebun Baru,RIMAGE,HAIR SALON/BARBER SHOP,BLK 260 ANG MO KIO STREET 21 #01-02,560260
951,Kebun Baru,NOSHKATA,FOOD & BEVERAGES,590 UPPER THOMSON ROAD 01-22,574419
952,Kolam Ayer,OK CHICKEN (ST GEORGE),FOOD & BEVERAGES,BLK 3 SAINT GEORGE RD #01-67,320003
953,Kolam Ayer,MIXED VEGETABLES AND RICE,FOOD & BEVERAGES,BLK 44 BENDEMEER ROAD #01-1476,330044
954,Kolam Ayer,VEGETARIAN FOOD,FOOD & BEVERAGES,BLK 44 BENDEMEER ROAD #01-1476,330044
955,Kolam Ayer,HOE SENG BEVERAGE,FOOD & BEVERAGES,BLK 44 BENDEMEER ROAD #01-1476,330044
956,Kolam Ayer,PRAWN NOODLE,FOOD & BEVERAGES,BLK 44 BENDEMEER ROAD #01-1476,330044
957,Kolam Ayer,K.K INDIAN MUSLIM FOOD,FOOD & BEVERAGES,BLK 44 BENDEMEER ROAD #01-1476,330044
958,Kolam Ayer,QI FU SEAFOOD,FOOD & BEVERAGES,BLK 44 BENDEMEER ROAD #01-1476,330044
959,Kolam Ayer,LIN JI FISHBALL NOODLE,FOOD & BEVERAGES,BLK 44 BENDEMEER ROAD #01-1476,330044
960,Kolam Ayer,CHIEN CHI TOW HEALTHCARE PTE LTD,CLINIC/PHARMACY/HEALTHCARE,BLK 44 BENDEMEER ROAD #01-1454,330044
961,Kolam Ayer,AA PLAZA,GROCERY/PROVISION SHOP/MINIMART,BLK 44 BENDEMEER ROAD #01-1450,330044
962,Kolam Ayer,KMS MINIMART PTE LTD,GROCERY/PROVISION SHOP/MINIMART,BLK 45 BENDEMEER ROAD #01-1451,330045
963,Kolam Ayer,GHEE HUAT PROVISION SHOP,GROCERY/PROVISION SHOP/MINIMART,BLK 45 BENDEMEER ROAD #01-1445,330045
964,Kolam Ayer,SEVEN HILLS STORES PTE LTD,GROCERY/PROVISION SHOP/MINIMART,BLK 45 BENDEMEER ROAD #01-1457B,330045
965,Kolam Ayer,BICYCLE SHOP,HARDWARE AND REPAIRS SHOP,BLK 47 BENDEMEER ROAD #01-1471,330047
966,Kolam Ayer,CHIN KEONG PLASTIC,OTHERS,BLK 47 BENDEMEER ROAD #01-1465,330047
967,Kolam Ayer,MIXED VEGETABLES AND RICE,FOOD & BEVERAGES,BLK 57 GEYLANG BAHRU #01-3521,330057
968,Kolam Ayer,YI JIA MINIMART,GROCERY/PROVISION SHOP/MINIMART,BLK 57 GEYLANG BAHRU #01-3499,330057
969,Kolam Ayer,NAFIA PROVISION STORE,GROCERY/PROVISION SHOP/MINIMART,BLK 57 GEYLANG BAHRU #01-3509,330057
970,Kolam Ayer,寪孰饺王,FOOD & BEVERAGES,BLK 63 KALLANG BAHRU #01-433,330063
971,Kolam Ayer,7 DAYS COFFEE,FOOD & BEVERAGES,BLK 63 KALLANG BAHRU #01-02,330063
972,Kolam Ayer,武吉鱼头炉,FOOD & BEVERAGES,BLK 63 KALLANG BAHRU #01-443,330063
973,Kolam Ayer,HOMEMADE YONG TAU FOO,FOOD & BEVERAGES,BLK 63 KALLANG BAHRU #01-04,330063
974,Kolam Ayer,PINK GUAVA,FOOD & BEVERAGES,BLK 66 KALLANG BAHRU #01-481,330066
975,Kolam Ayer,KALLANG BAHRU OPTICAL & LL LTD,OTHERS: OPTICAL,BLK 66 KALLANG BAHRU #01-503,330066
976,Kolam Ayer,KB OPTICAL,OTHERS: OPTICAL,BLK 66 KALLANG BAHRU #01-493,330066
977,Kolam Ayer,RAJ PROVISION AND TRADING PTE LTD,GROCERY/PROVISION SHOP/MINIMART,BLK 67 KALLANG BAHRU #01-461,330067
978,Kolam Ayer,FOOK ON TONG(HIM KEE)MEDICAL HALL,CLINIC/PHARMACY/HEALTHCARE,BLK 68 GEYLANG BAHRU #01-3215,330068
979,Kolam Ayer,BOMB'S KITCHEN,FOOD & BEVERAGES,BLK 68 GEYLANG BAHRU #01-04A,330068
980,Kolam Ayer,PO PI,OTHERS: PRAYING ITEMS,BLK 68 GEYLANG BAHRU #01-467,330068
981,Kolam Ayer,TASTY MEMORY SNACK HOUSE,FOOD & BEVERAGES,BLK 68 GEYLANG BAHRU #01-3233,330068
982,Kolam Ayer,ENG HUI,WET MARKET,"BLK 68, GEYLANG BAHRU #01-3233",330068
983,Kolam Ayer,SWEE HENG BAKERY,CONFECTIONERY,BLK 68 GEYLANG BAHRU #01-3227,330068
984,Kolam Ayer,SRIMATH TRADING,OTHERS,BLK 68 GEYLANG BAHRU #01-109,330068
985,Kolam Ayer,NUR MUSLIM FOOD STALL,FOOD & BEVERAGES,BLK 68 GEYLANG BAHRU #01-3201,330068
986,Kolam Ayer,AH DI SEAFOOD,FOOD & BEVERAGES,BLK 68 GEYLANG BAHRU #01-3201,330068
987,Kolam Ayer,TANJONG RHU WANTON NOODLE,FOOD & BEVERAGES,BLK 68 GEYLANG BAHRU #01-3201,330068
988,Kolam Ayer,APRICOT TREE,FOOD & BEVERAGES,BLK 68 GEYLANG BAHRU #01-3209,330068
989,Kolam Ayer,TIAN SIA STORE,GROCERY/PROVISION SHOP/MINIMART,BLK 68 GEYLANG BAHRU #01-3213,330068
990,Kolam Ayer,HAINANESE CHICKEN RICE,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-01",330069
991,Kolam Ayer,TIAN TIAN XIANG LUO,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-02",330069
992,Kolam Ayer,XING WANG FA,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-03",330069
993,Kolam Ayer,AH CHOO HOME COOK FOOD,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-04",330069
994,Kolam Ayer,CHI MING MA LA XIANG GUO,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-05",330069
995,Kolam Ayer,BAO FU,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-06",330069
996,Kolam Ayer,HAO XIA MIAN,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-08",330069
997,Kolam Ayer,DA WANG GONG,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-10",330069
998,Kolam Ayer,HUA XIN,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-11",330069
999,Kolam Ayer,SPINACH SOUP,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-12",330069
1000,Kolam Ayer,SHENG JI SOYA SAUCE CHICKEN RICE & NOODLE,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-13",330069
1001,Kolam Ayer,MAXI FRESH DRINK STATION,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-14",330069
1002,Kolam Ayer,DING XIANG DESSERT,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-15",330069
1003,Kolam Ayer,DELI SNACKS PTE LTD,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-16",330069
1004,Kolam Ayer,TAN KEE'S ROASTED,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-17",330069
1005,Kolam Ayer,GUANG DONG SHA BO FAN XIAO CHI,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-18",330069
1006,Kolam Ayer,LAO HUO TANG,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-19",330069
1007,Kolam Ayer,RED STORE FRIED PRAWN MEE,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-20",330069
1008,Kolam Ayer,SHUN SHUN FISH SOUP,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-21",330069
1009,Kolam Ayer,WEN WEN PAI GU DA DA XIA MIAN,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-22",330069
1010,Kolam Ayer,TIAN PIN ZHI JIA,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-23",330069
1011,Kolam Ayer,CHENG JI,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-24",330069
1012,Kolam Ayer,BANG BANG MUSHROOM BAK CHOR MEE,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-25",330069
1013,Kolam Ayer,ORIGINAL,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-26",330069
1014,Kolam Ayer,GUANG DONG DUN YU,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-27",330069
1015,Kolam Ayer,HOMEMADE SPRING ROLL,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-28",330069
1016,Kolam Ayer,HOT & COLD DRINKS,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-29",330069
1017,Kolam Ayer,AH YONG COOKED FOOD,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-30",330069
1018,Kolam Ayer,PALATIAL TASTE,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-31",330069
1019,Kolam Ayer,DING XIANG MEI SHI,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-32",330069
1020,Kolam Ayer,GU LING JING GUAI MIAN BAO,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-33",330069
1021,Kolam Ayer,FRUIT & JUICER HOUSE,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-34",330069
1022,Kolam Ayer,CHEOK KEE,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-35",330069
1023,Kolam Ayer,XIN JI,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-36",330069
1024,Kolam Ayer,138 DOU HUA SHUI,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-38",330069
1025,Kolam Ayer,A1 MAIDEEN PRATA CORNER,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-39",330069
1026,Kolam Ayer,VICTORY HAINANESE CURRY RICE,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-40",330069
1027,Kolam Ayer,YI LE YE,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-44",330069
1028,Kolam Ayer,WANTON NOODLE,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-45",330069
1029,Kolam Ayer,LAN TIAN YU TANG,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-46",330069
1030,Kolam Ayer,CAO DI REN,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-47",330069
1031,Kolam Ayer,LIAN YUAN VEG. FOOD,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-48",330069
1032,Kolam Ayer,NEW WHAMPOA,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-49",330069
1033,Kolam Ayer,SHUI HSING CHA SHI,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-50",330069
1034,Kolam Ayer,FRESH MADE SOYA BEAN,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-51",330069
1035,Kolam Ayer,CARROT CAKE,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-52",330069
1036,Kolam Ayer,LOW SENG KIM,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-53",330069
1037,Kolam Ayer,MA BO LOR MEE,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-54",330069
1038,Kolam Ayer,WAN FU SHI JE,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-55",330069
1039,Kolam Ayer,RED BAKE,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-56",330069
1040,Kolam Ayer,CENTURY COFFEE STALL,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-57",330069
1041,Kolam Ayer,HUI WEI CHILLI BAN MIAN,FOOD & BEVERAGES,"BLK 69, GEYLANG BAHRU #01-58",330069
